contract_id,criterion,description,label
          226782,Cena bez DPH,,Sterilizátory
          226783,Cena s DPH,,Predlžovacie káble
          226784,Cena bez DPH,,Diagnostické činidlá
          226785,Cena s DPH,,Časti reťazí
          226786,Cena s DPH,,Zváracie materiály
          226787,Cena s DPH,,Kancelárske potreby
          226788,Cena s DPH,,Olejové farby
          226789,Cena s DPH,,"Sošky, ozdoby; rámy na fotografie alebo obrazy a zrkadlá"
          226790,Cena bez DPH,,"Rozhlas, televízia, komunikácie, telekomunikácie a príbuzné zariadenia"
          226791,Cena bez DPH,,Televízne a rozhlasové prijímače a prístroje na záznam alebo reprodukciu zvuku alebo obrazu
          226792,Cena bez DPH,,Zdravotnícke vybavenie
          226793,Cena bez DPH,,Zdravotnícky spotrebný materiál
          226794,Cena s DPH,,Galvanické batérie
          226795,Cena s DPH,,Elektrická energia
          226796,Cena s DPH,,Zemný plyn
          226797,Cena s DPH,,Učebné pomôcky a zariadenia
          226798,Cena s DPH,,Učebné pomôcky a zariadenia
          226799,Cena s DPH,,Učebné pomôcky a zariadenia
          226800,Cena s DPH,,Učebné pomôcky a zariadenia
          226801,Cena s DPH,,Drevotriesková doska
          226802,Cena bez DPH,,Oleje na použitie na hydraulické účely
          226803,Cena s DPH,,Inštalácia zariadení na rozvod elektriny
          226804,Cena bez DPH,,Opravy fotokopírovacích strojov
          226805,Cena s DPH,,Kontajnery a nádoby na odpad a odpadky
          226806,Cena bez DPH,,Motorová nafta
          226807,Cena s DPH,,Tlačiarenské a príbuzné služby
          226808,Cena s DPH,,Čistiace prostriedky na autá
          226809,Cena s DPH,,Kontajnery a nádoby na odpad a odpadky
          226810,Cena bez DPH,,Opravy fotokopírovacích strojov
          226811,Cena bez DPH,,Opravy fotokopírovacích strojov
          226812,Cena bez DPH,,Pneumatiky pre nákladné vozidlá
          226813,Cena s DPH,,Knihy pre školy
          226814,Cena s DPH,,Stravné poukážky
          226815,Cena s DPH,,"Destilačné, filtračné alebo rektifikačné prístroje"
          226816,Cena s DPH,,Zdravotnícky spotrebný materiál
          226817,Cena bez DPH,,Elektrická energia
          226818,Cena s DPH,,Opravy a údržba kovových nádob
          226819,Cena s DPH,,Zemný plyn
          226820,Cena bez DPH,,Osobné automobily
          226821,Cena s DPH,,Fľaše
          226822,Cena s DPH,,Meracie prístroje
          226823,Cena s DPH,,Prípravky proti zamŕzaniu
          226824,Cena bez DPH,,Generátory
          226825,Cena bez DPH,,Škatule na kompost
          226826,Cena s DPH,,Sieťové komponenty
          226827,Cena s DPH,,Elektrická energia
          226828,Cena bez DPH,,Tonerové náplne
          226829,Cena bez DPH,,Osobné počítače
          226830,Cena bez DPH,,Drevné palivá
          226831,Cena s DPH,,Elektrická energia
          226832,Cena s DPH,,Časti a príslušenstvo kovoobrábacích strojov
          226833,Cena bez DPH,,Elektrická energia
          226834,Cena s DPH,,Chladničky s mrazničkou
          226835,Cena s DPH,,Zemný plyn
          226836,Cena s DPH,,Prístroje na resuscitáciu
          226837,Cena s DPH,,Koreniny a chuťové prísady
          226838,Cena bez DPH,,"Laboratórne, optické a presné prístroje a vybavenie (s výnimkou skiel)"
          226839,Cena s DPH,,Fotokopírovacie stroje
          226840,Cena bez DPH,,Drôtené pletivo
          226841,Cena bez DPH,,Zdravotnícky spotrebný materiál
          226842,Cena s DPH,,Pitná voda
          226843,Cena bez DPH,,Sklenené výrobky pre laboratóriá
          226844,Cena bez DPH,,"Laboratórny, zdravotnícky alebo farmaceutický sklenený tovar"
          226845,Cena s DPH,,"Priemyselné alebo laboratórne pece, spaľovacie pece a rúry (na pečenie)"
          226846,Cena s DPH,,Tonerové náplne
          226847,Cena s DPH,,Kancelárske potreby
          226848,Cena s DPH,,Stravné poukážky
          226849,Cena bez DPH,,Sieťové zariadenia
          226850,Cena s DPH,,Pamäťové médiá
          226851,Cena s DPH,,Prenosné počítače
          226852,Cena s DPH,,Rýle
          226853,Cena bez DPH,,Laboratórne činidlá
          226854,Cena s DPH,,Elektrická energia
          226855,Cena s DPH,,Digitálne fotoaparáty
          226856,Cena s DPH,,Učebné pomôcky a zariadenia
          226857,Cena s DPH,,"Chemické prvky, anorganické kyseliny a zlúčeniny"
          226858,Cena s DPH,,Farby a pigmenty
          226859,Cena bez DPH,,Diagnostické súpravy
          226860,Cena s DPH,,Polyetylénový odpad a odpadkové vrecká a vaky
          226861,Cena s DPH,,Hydraulické zdviháky
          226862,Cena bez DPH,,Laboratórne činidlá
          226863,Cena bez DPH,,"Zdravotnícke vybavenie, farmaceutický materiál a výrobky osobnej starostlivosti"
          226864,Cena bez DPH,,Diagnostické činidlá
          226865,Cena s DPH,,Oceľ
          226866,Cena bez DPH,,Rôzne kancelárske zariadenia a kancelárske potreby
          226867,Cena bez DPH,,Laboratórne činidlá
          226868,Cena bez DPH,,Jednorazové papierové výrobky
          226869,Cena bez DPH,,Diagnostické činidlá
          226870,Cena bez DPH,,Chemické výrobky
          226871,Cena bez DPH,,Ohrievače jedla
          226872,Cena bez DPH,,Špecializované chemické výrobky
          226873,Cena bez DPH,,Diagnostické činidlá
          226874,Cena bez DPH,,Diagnostický spotrebný materiál
          226875,Cena s DPH,,Digitálne fotoaparáty
          226876,Cena s DPH,,Elektrická energia
          226877,Cena bez DPH,,Psycholeptiká
          226878,Cena s DPH,,Toner do fotokopírovacích strojov
          226879,Cena s DPH,,Listový papier
          226880,Cena bez DPH,,Úžitkové vozidlá
          226881,Cena s DPH,,Škatule na kompost
          226882,Cena s DPH,,Elektrická energia
          226883,Cena s DPH,,Stolový počítač
          226884,Cena s DPH,,Informačné a propagačné výrobky
          226885,Cena s DPH,,Pripravené tekutiny na odmrazovanie
          226886,Cena s DPH,,Čistiace a leštiace výrobky
          226887,Cena s DPH,,Skrutkovače
          226888,Cena bez DPH,,"Obchodno-reklamný materiál, komerčné katalógy a príručky"
          226889,Cena s DPH,,Testovacie a meracie stroje a prístroje
          226890,Cena bez DPH,,"Kancelárske a počítacie stroje, vybavenie a spotrebný materiál s výnimkou nábytku a softvérových balíkov"
          226891,Cena s DPH,,Umývačky riadu
          226892,Cena s DPH,,Elektrické zariadenia a prístroje
          226893,Cena bez DPH,,Kuchynské vybavenie
          226894,Cena s DPH,,Koberce
          226895,Cena s DPH,,"Laboratórny, zdravotnícky alebo farmaceutický sklenený tovar"
          226896,Cena s DPH,,Pečivo
          226897,Cena s DPH,,Opravy fotokopírovacích strojov
          226898,Cena bez DPH,,Technické počítačové podporné služby
          226899,Cena s DPH,,Elektrická energia
          226900,Cena bez DPH,,Základné anorganické chemikálie
          226901,Cena s DPH,,Služby cestnej dopravy
          226902,Cena s DPH,,Rôzne chemické výrobky
          226903,Cena s DPH,,Zemný plyn
          226904,Cena s DPH,,Ohrievače vzduchu
          226905,Cena s DPH,,Prenosné počítače
          226906,Cena bez DPH,,Elektrická energia
          226907,Cena s DPH,,Elektrická energia
          226908,Cena bez DPH,,Zemný plyn
          226909,Cena s DPH,,Služby znalcov (expertíza)
          226910,Cena s DPH,,"Kancelárske a počítacie stroje, vybavenie a spotrebný materiál s výnimkou nábytku a softvérových balíkov"
          226911,Cena s DPH,,Tlačené výrobky a príbuzné produkty
          226912,Cena s DPH,,Učebnice
          226913,Cena s DPH,,Kuchynské potreby
          226914,Cena bez DPH,,Diagnostické činidlá
          226915,Cena bez DPH,,Služby informačných technológií
          226916,Cena s DPH,,Počítačové monitory a konzoly
          226917,Cena s DPH,,Stravné poukážky
          226918,Cena bez DPH,,Opravy a údržba lekárskych a chirurgických zariadení
          226919,Cena s DPH,,Základné anorganické a organické chemikálie
          226920,Cena s DPH,,Enzýmy
          226921,Cena s DPH,,Osobné počítače
          226922,Cena s DPH,,Elektrická energia
          226923,Cena bez DPH,,Ovínadlá
          226924,Cena s DPH,,Časti a príslušenstvo fotokopírovacích prístrojov
          226925,Cena s DPH,,Osobné počítače
          226926,Cena s DPH,,Softvérové balíky a informačné systémy
          226927,Cena s DPH,,Vešiaky na kabáty
          226928,Cena s DPH,,Stravné poukážky
          226929,Cena s DPH,,Minerálne vody
          226930,Cena s DPH,,Strojové zariadenie na obrábanie plastov
          226931,Cena s DPH,,Elektrické kávovary
          226932,Cena bez DPH,,Osobné počítače
          226933,Cena s DPH,,Plastové výrobky
          226934,Cena s DPH,,Viacvrstvový papier a lepenka
          226935,Cena bez DPH,,Toner do laserových tlačiarní/faxových prístrojov
          226936,Cena s DPH,,Počítačové zariadenia a spotrebný materiál
          226937,Cena bez DPH,,Základné anorganické a organické chemikálie
          226938,Cena s DPH,,Farmaceutické výrobky
          226939,Cena s DPH,,Stavebné materiály
          226940,Cena s DPH,,Sieťové komponenty
          226941,Cena s DPH,,"Výpusty, kohúty, ventily a podobné príslušenstvo"
          226942,Cena bez DPH,,Základné anorganické a organické chemikálie
          226943,Cena s DPH,,"Toaletný papier, vreckovky, uteráky na ruky a servítky"
          226944,Cena s DPH,,Mrazničky
          226945,Cena s DPH,,Prenosné počítače
          226946,Cena s DPH,,Osobné automobily
          226947,Cena bez DPH,,Kancelárske potreby
          226948,Cena bez DPH,,Presné váhy
          226949,Cena s DPH,,Časti a príslušenstvo fotokopírovacích prístrojov
          226950,Cena s DPH,,Meracie prístroje
          226951,Cena bez DPH,,Xerografický papier
          226952,Cena s DPH,,Osobné automobily
          226953,Cena s DPH,,"Nábytok (vrátane kancelárskeho nábytku), zariadenie interiéru, domáce spotrebiče (s výnimkou osvetlenia) a čistiace prostriedky"
          226954,Cena s DPH,,Meracie prístroje
          226955,Cena bez DPH,,Čerpadlá a kompresory
          226956,Cena s DPH,,"Nábytok (vrátane kancelárskeho nábytku), zariadenie interiéru, domáce spotrebiče (s výnimkou osvetlenia) a čistiace prostriedky"
          226957,Cena s DPH,,Elektrická energia
          226958,Cena s DPH,,Osobné automobily
          226959,Cena s DPH,,Zemný plyn
          226960,Cena bez DPH,,Pomocný výstroj
          226961,Cena s DPH,,Elektrická energia
          226962,Cena bez DPH,,"Laboratórne, optické a presné prístroje a vybavenie (s výnimkou skiel)"
          226963,Cena s DPH,,Zemný plyn
          226964,Cena s DPH,,"Kancelárske a počítacie stroje, vybavenie a spotrebný materiál s výnimkou nábytku a softvérových balíkov"
          226965,Cena bez DPH,,"Kosačky trávnikov, parkov alebo športovísk"
          226966,Cena bez DPH,,Diagnostický spotrebný materiál
          226967,Cena bez DPH,,Špecializované chemické výrobky
          226968,Cena bez DPH,,Pranie a chemické čistenie
          226969,Cena bez DPH,,Rôzne chemické výrobky
          226970,Cena s DPH,,Prenosné počítače
          226971,Cena bez DPH,,Rôzne chemické výrobky
          226972,Cena bez DPH,,Špecializované chemické výrobky
          226973,Cena bez DPH,,Diagnostické činidlá
          226974,Cena bez DPH,,Pneumatiky pre nákladné vozidlá
          226975,Cena s DPH,,Osobné počítače
          226976,Cena bez DPH,,Špecializované chemické výrobky
          226977,Cena bez DPH,,Diagnostické činidlá
          226978,Cena bez DPH,,Špecializované chemické výrobky
          226979,Cena s DPH,,Rôzne organické chemikálie
          226980,Cena bez DPH,,Diagnostické činidlá
          226981,Cena s DPH,,Chemické výrobky
          226982,Cena s DPH,,"Sterilizačné, dezinfekčné a hygienické prístroje"
          226983,Cena bez DPH,,Priemyselné vybavenie kuchýň
          226984,Cena bez DPH,,Tonerové náplne
          226985,Cena bez DPH,,Kontajnery a nádoby na odpad a odpadky
          226986,Cena s DPH,,Laboratórne pipety a príslušenstvo
          226987,Cena s DPH,,Krajčírske služby
          226988,Cena s DPH,,Tonerové náplne
          226989,Cena bez DPH,,Služby súvisiace s tlačou
          226990,Cena s DPH,,Prenosné počítače
          226991,Cena s DPH,,Prenosné počítače
          226992,Cena s DPH,,Tlačiarenské služby
          226993,Cena bez DPH,,Analgetiká
          226994,Cena s DPH,,Zemný plyn
          226995,Cena bez DPH,,Zubolekárske prístroje
          226996,Cena s DPH,,Jednorazové rukavice
          226997,Cena bez DPH,,Elektrická energia
          226998,Cena s DPH,,Vazelína a vosky
          226999,Cena bez DPH,,Príslušenstvo ťahačov/traktorov
          227000,Cena bez DPH,,Chemické výrobky
          227001,Cena bez DPH,,Radiátory
          227002,Cena bez DPH,,Prenosné počítače
          227003,Cena s DPH,,Aditíva do olejov
          227004,Cena s DPH,,Toner do laserových tlačiarní/faxových prístrojov
          227005,Cena bez DPH,,Laboratórne činidlá
          227006,Cena bez DPH,,Endoskopy
          227007,Cena s DPH,,Prenosné počítače
          227008,Cena s DPH,,Záhradnícke služby
          227009,Cena bez DPH,,Počítačové monitory a konzoly
          227010,Cena bez DPH,,Spektrometre
          227011,Cena bez DPH,,Operačné systémy
          227012,Cena s DPH,,Diagnostické súpravy
          227013,Cena s DPH,,Zemný plyn
          227014,Cena bez DPH,,Diuretiká
          227015,Cena s DPH,,Želatíny
          227016,Cena s DPH,,Mechanické náhradné súčiastky okrem motorov a ich častí
          227017,Cena s DPH,,Plastové výrobky
          227018,Cena s DPH,,Plastové výrobky
          227019,Cena s DPH,,Osobné automobily
          227020,Cena s DPH,,Štúdie realizovateľnosti
          227021,Cena bez DPH,,Počítačové zariadenia a spotrebný materiál
          227022,Cena s DPH,,Antiséra
          227023,Cena s DPH,,Čistiace výrobky
          227024,Cena bez DPH,,Softvérové balíky a informačné systémy
          227025,Cena s DPH,,Špeciálne vzdelávanie
          227026,Cena bez DPH,,Elektrická energia
          227027,Cena s DPH,,Upratovacie služby
          227028,Cena bez DPH,,Mamografické prístroje
          227029,Cena s DPH,,Základné anorganické a organické chemikálie
          227030,Cena bez DPH,,"Zberače a zberné vaky, drenáže a súpravy"
          227031,Cena s DPH,,Hygienické výrobky z papiera
          227032,Cena bez DPH,,Základné organické chemikálie
          227033,Cena bez DPH,,Dopravné služby (bez prepravy odpadu)
          227034,Cena bez DPH,,Softvérový balík pre ovládače a systémy
          227035,Cena bez DPH,,Meracie prístroje
          227036,Cena bez DPH,,Toner do laserových tlačiarní/faxových prístrojov
          227037,Cena s DPH,,Zemný plyn
          227038,Cena s DPH,,Tlačené knihy
          227039,Cena s DPH,,"Hudobné nástroje, športový tovar, hry, hračky, materiály pre remeselné a umelecké práce a príslušenstvo"
          227040,Cena s DPH,,Emaily a glazúry
          227041,Cena s DPH,,Montáž dverí a okien a súvisiacich súčastí
          227042,Cena s DPH,,Elektrická energia
          227043,Cena s DPH,,Laboratórne činidlá
          227044,Cena bez DPH,,Špecializované chemické výrobky
          227045,Cena bez DPH,,Služby hromadného stravovania
          227046,Cena s DPH,,Počítačové zariadenia a spotrebný materiál
          227047,Cena s DPH,,Enzýmy
          227048,Cena s DPH,,"Hudobné nástroje, športový tovar, hry, hračky, materiály pre remeselné a umelecké práce a príslušenstvo"
          227049,Cena s DPH,,Laboratórne činidlá
          227050,Cena s DPH,,Učebné pomôcky a zariadenia
          227051,Cena bez DPH,,Enzýmy
          227052,Cena bez DPH,,Karosérie autobusov
          227053,Cena s DPH,,Časti počítačov
          227054,Cena s DPH,,Elektrická energia
          227055,Cena bez DPH,,Špecializované chemické výrobky
          227056,Cena s DPH,,"Hudobné nástroje, športový tovar, hry, hračky, materiály pre remeselné a umelecké práce a príslušenstvo"
          227057,Cena s DPH,,Hračky
          227058,Cena bez DPH,,Brzdy a časti bŕzd
          227059,Cena s DPH,,Plastové výrobky
          227060,Cena s DPH,,Školský nábytok
          227061,Cena s DPH,,Kontajnery a nádoby na odpad a odpadky
          227062,Cena s DPH,,Sklenené výrobky pre laboratóriá
          227063,Cena s DPH,,Základné organické chemikálie
          227064,Cena s DPH,,Zdvíhacie zariadenie pre zdravotnícke odvetvie
          227065,Cena s DPH,,Laná
          227066,Cena bez DPH,,Prevodové skrine
          227067,Cena s DPH,,Kefy
          227068,Cena bez DPH,,Elektrická energia
          227069,Cena s DPH,,"Kuchynské zariadenie, domáce potreby a potreby pre domáce hospodárstvo a dodávky pre stravovacie zariadenia"
          227070,Cena bez DPH,,Chladiace a mraziace zariadenia
          227071,Cena bez DPH,,Zemný plyn
          227072,Cena s DPH,,Opasky
          227073,Cena s DPH,,"Antiparazitné výrobky, insekticídy a repelenty"
          227074,Cena s DPH,,Vozidlá s náhonom štyroch kolies
          227075,Cena bez DPH,,Metly a kefy a iné predmety rôznych typov
          227076,Cena bez DPH,,Predlžovacie káble
          227077,Cena s DPH,,Osobné automobily
          227078,Cena s DPH,,Zemný plyn
          227079,Cena s DPH,,Pipetové hroty
          227080,Cena s DPH,,"Pracovné odevy, špeciálne pracovné odevy a doplnky"
          227081,Cena bez DPH,,"Pracovné odevy, špeciálne pracovné odevy a doplnky"
          227082,Cena bez DPH,,Rôzne kancelárske zariadenia a kancelárske potreby
          227083,Cena s DPH,,Informačné a propagačné výrobky
          227084,Cena bez DPH,,"Kancelárske stroje, vybavenie a spotrebný materiál s výnimkou počítačov, tlačiarní a nábytku"
          227085,Cena bez DPH,,Vŕtacie zariadenie
          227086,Cena bez DPH,,Časti strojov a motorov na hydraulický pohon
          227087,Cena s DPH,,Stolový počítač
          227088,Cena bez DPH,,Vidly
          227089,Cena bez DPH,,Zdravotnícky spotrebný materiál
          227090,Cena bez DPH,,Frézovačky
          227091,Cena s DPH,,Elektrická energia
          227092,Cena s DPH,,Sklenené výrobky pre laboratóriá
          227093,Cena bez DPH,,Zdvižné a manipulačné zariadenia
          227094,Cena s DPH,,Zemný plyn
          227095,Cena bez DPH,,Röntgenové prístroje
          227096,Cena s DPH,,Vzdelávacie a školiace (výcvikové) služby
          227097,Cena bez DPH,,Príslušenstvo ťahačov/traktorov
          227098,Cena s DPH,,Vzdelávacie a školiace (výcvikové) služby
          227099,Cena bez DPH,,Nákladné vozíky
          227100,Cena s DPH,,Učebnice
          227101,Cena s DPH,,"Zelenina, ovocie a orechy"
          227102,Cena s DPH,,Chladničky a mrazničky
          227103,Cena s DPH,,Videoprojektory
          227104,Cena bez DPH,,Prístroje na záznam a reprodukciu zvuku a obrazu
          227105,Cena s DPH,,Umývačky riadu nie pre domácnosť
          227106,Cena bez DPH,,Tlačiarenské služby
          227107,Cena s DPH,,Stoličky
          227108,Cena bez DPH,,Diagnostické súpravy
          227109,Cena s DPH,,Dielenské zariadenia
          227110,Cena bez DPH,,Rôzne chemické výrobky
          227111,Cena bez DPH,,Skrine a knižnice
          227112,Cena s DPH,,Stavebné materiály
          227113,Cena s DPH,,Vozidlá na elektrický pohon
          227114,Cena bez DPH,,Prenosné počítače
          227115,Cena s DPH,,Batérie
          227116,Cena s DPH,,Prenosné počítače
          227117,Cena s DPH,,Športové odevy
          227118,Cena s DPH,,Zemný plyn
          227119,Cena s DPH,,Lúpaná ryža
          227120,Cena s DPH,,Elektrická energia
          227121,Cena s DPH,,Elektrická energia
          227122,Cena s DPH,,Sieťové smerovače
          227123,Cena s DPH,,Prenosné počítače
          227124,Cena s DPH,,Základné anorganické a organické chemikálie
          227125,Cena bez DPH,,Počítačové monitory a konzoly
          227126,Cena s DPH,,Ľahké oleje
          227127,Cena s DPH,,Ľahké oleje
          227128,Cena s DPH,,Špecializované chemické výrobky
          227129,Cena s DPH,,Etanol
          227130,Cena s DPH,,Plastové výrobky
          227131,Cena s DPH,,Rôzne organické chemikálie
          227132,Cena s DPH,,Časti a príslušenstvo počítačov a spotrebný materiál k nim
          227133,Cena bez DPH,,Diagnostické činidlá
          227134,Cena s DPH,,Elektrické kávovary
          227135,Cena s DPH,,Elektrické kávovary
          227136,Cena s DPH,,Tlačené výrobky a príbuzné produkty
          227137,Cena s DPH,,Zariadenia na prípravu jedál
          227138,Cena s DPH,,Tlačiarenské služby
          227139,Cena s DPH,,Letecké dopravné služby
          227140,Cena s DPH,,Príslušenstvo k zvukovým zariadeniam a videozariadeniam
          227141,Cena s DPH,,Osobné automobily
          227142,Cena bez DPH,,Mazacie oleje a mazivá
          227143,Cena s DPH,,Chromatografy
          227144,Cena s DPH,,Počítačové zariadenia a spotrebný materiál
          227145,Cena s DPH,,Školský nábytok
          227146,Cena bez DPH,,Skrine
          227147,Cena s DPH,,Stoličky
          227148,Cena s DPH,,Opravy a údržba lekárskych zariadení
          227149,Cena s DPH,,Zemný plyn
          227150,Cena bez DPH,,Kancelárske potreby
          227151,Cena bez DPH,,Mikroskopy so širokým zorným poľom
          227152,Cena bez DPH,,Zdravotnícky spotrebný materiál
          227153,Cena bez DPH,,Tlačené výrobky a príbuzné produkty
          227154,Cena s DPH,,Laboratórne činidlá
          227155,Cena s DPH,,Enzýmy
          227156,Cena s DPH,,Ponorné homogenizátory
          227157,Cena s DPH,,Lampy/svietidlá a príslušenstvo k nim
          227158,Cena bez DPH,,Toner do laserových tlačiarní/faxových prístrojov
          227159,Cena s DPH,,Základné anorganické a organické chemikálie
          227160,Cena bez DPH,,Mikroskopy so širokým zorným poľom
          227161,Cena s DPH,,Laboratórne činidlá
          227162,Cena s DPH,,Tabletový počítač
          227163,Cena bez DPH,,Meracie prístroje
          227164,Cena s DPH,,Prenosné počítače
          227165,Cena bez DPH,,Mikroskopy so širokým zorným poľom
          227166,Cena s DPH,,Počítačové zariadenia a spotrebný materiál
          227167,Cena bez DPH,,Meracie prístroje
          227168,Cena s DPH,,Elektronické technické váhy
          227169,Cena s DPH,,Softvérové balíky a informačné systémy
          227170,Cena bez DPH,,Mikroskopy so širokým zorným poľom
          227171,Cena s DPH,,Počítačové monitory a konzoly
          227172,Cena bez DPH,,Meracie prístroje
          227173,Cena bez DPH,,Elektronické zariadenia
          227174,Cena s DPH,,Zdravotnícky spotrebný materiál
          227175,Cena bez DPH,,Elektrická energia
          227176,Cena s DPH,,Kompresory
          227177,Cena s DPH,,Čistiace a leštiace výrobky
          227178,Cena bez DPH,,Časti a príslušenstvo počítačov a spotrebný materiál k nim
          227179,Cena s DPH,,Softvérové balíky a informačné systémy
          227180,Cena bez DPH,,Počítačové klávesnice
          227181,Cena s DPH,,Stoličky
          227182,Cena s DPH,,Plastové výrobky
          227183,Cena s DPH,,Zemný plyn
          227184,Cena s DPH,,Počítačové zariadenia a spotrebný materiál
          227185,Cena bez DPH,,Tonerové náplne
          227186,Cena bez DPH,,Diagnostické súpravy
          227187,Cena s DPH,,Dielenské zariadenia
          227188,Cena s DPH,,Pranie a chemické čistenie
          227189,Cena s DPH,,Prenosné počítače
          227190,Cena bez DPH,,"Elektronické, elektromechanické a elektrotechnické potreby"
          227191,Cena s DPH,,"Pracovné odevy, špeciálne pracovné odevy a doplnky"
          227192,Cena bez DPH,,Kancelárske potreby
          227193,Cena s DPH,,Toner do fotokopírovacích strojov
          227194,Cena s DPH,,Elektronické zariadenia
          227195,Cena s DPH,,Prenosné počítače
          227196,Cena s DPH,,Elektrická energia
          227197,Cena bez DPH,,Pekárske výrobky
          227198,Cena s DPH,,Kancelárske potreby
          227199,Cena s DPH,,Letecké dopravné služby
          227200,Cena s DPH,,Tonerové náplne
          227201,Cena bez DPH,,Kancelárske potreby
          227202,Cena bez DPH,,Toner do fotokopírovacích strojov
          227203,Cena s DPH,,Propagačný materiál
          227204,Cena s DPH,,Stravné poukážky
          227205,Cena s DPH,,Dodávky softvéru
          227206,Cena s DPH,,"Pracovné odevy, špeciálne pracovné odevy a doplnky"
          227207,Cena s DPH,,Vozidlá na zimnú údržbu ciest
          227208,Cena bez DPH,,Opravy fotokopírovacích strojov
          227209,Cena s DPH,,Skúmavky
          227210,Cena s DPH,,Audiovizuálne zariadenia
          227211,Cena s DPH,,Učebnice
          227212,Cena bez DPH,,Tabletový počítač
          227213,Cena s DPH,,Základné anorganické a organické chemikálie
          227214,Cena s DPH,,"Pracovné odevy, špeciálne pracovné odevy a doplnky"
          227215,Cena s DPH,,Informačné systémy
          227216,Cena bez DPH,,Servery
          227217,Cena s DPH,,Maliarske a natieračské práce
          227218,Cena s DPH,,Zariadenia súvisiace s počítačmi
          227219,Cena s DPH,,Špecializované chemické výrobky
          227220,Cena s DPH,,Zemný plyn
          227221,Cena s DPH,,Rôzne ručné nástroje
          227222,Cena s DPH,,Tonerové náplne
          227223,Cena s DPH,,Špecializované chemické výrobky
          227224,Cena s DPH,,Kalendáre
          227225,Cena s DPH,,Učebnice
          227226,Cena bez DPH,,Toner do laserových tlačiarní/faxových prístrojov
          227227,Cena bez DPH,,Prenosné počítače
          227228,Cena s DPH,,Propagačné služby
          227229,Cena s DPH,,Toner do laserových tlačiarní/faxových prístrojov
          227230,Cena s DPH,,Klimatizačné zariadenia
          227231,Cena s DPH,,Stravné poukážky
          227232,Cena s DPH,,"Kanalizačné služby, služby na odstraňovanie odpadu, čistenie a environmentálne služby"
          227233,Cena s DPH,,Čistiace výrobky
          227234,Cena bez DPH,,Tonerové náplne
          227235,Cena s DPH,,Zemný plyn
          227236,Cena s DPH,,Klimatizačné zariadenia
          227237,Cena s DPH,,Laserové tlačiarne
          227238,Cena bez DPH,,Enzýmy
          227239,Cena s DPH,,Škatule na kompost
          227240,Cena s DPH,,Toaletný papier
          227241,Cena s DPH,,Pracovné odevy
          227242,Cena bez DPH,,Posteľná bielizeň
          227243,Cena s DPH,,Ochranné a bezpečnostné odevy
          227244,Cena s DPH,,Čisté a rôzne chemické výrobky
          227245,Cena s DPH,,Prenajímanie pozemných komunikačných liniek
          227246,Cena s DPH,,Zemný plyn
          227247,Cena bez DPH,,Zubolekárske prístroje
          227248,Cena bez DPH,,Chemické výrobky
          227249,Cena bez DPH,,Zubolekárske ručné nástroje
          227250,Cena s DPH,,Nábytok
          227251,Cena s DPH,,Pipety
          227252,Cena s DPH,,"Laboratórne, optické a presné prístroje a vybavenie (s výnimkou skiel)"
          227253,Cena s DPH,,Stravné poukážky
          227254,Cena bez DPH,,Chemické výrobky
          227255,Cena s DPH,,Učebné pomôcky a zariadenia
          227256,Cena s DPH,,Stravné poukážky
          227257,Cena bez DPH,,Rôzne lekárske zariadenia a výrobky
          227258,Cena s DPH,,Propagačný materiál
          227259,Cena s DPH,,Termostatický kúpeľ a príslušenstvo
          227260,Cena bez DPH,,Ovínadlá
          227261,Cena s DPH,,Stroje na prípravu cestovín
          227262,Cena s DPH,,Šmirgeľ
          227263,Cena bez DPH,,Infúzne roztoky
          227264,Cena bez DPH,,Atramentové náplne
          227265,Cena s DPH,,Fotokopírovacie stroje
          227266,Cena bez DPH,,Infúzne roztoky
          227267,Cena s DPH,,Soľ na posyp ciest
          227268,Cena bez DPH,,Chladničky s mrazničkou
          227269,Cena s DPH,,Tlačiarenské služby
          227270,Cena bez DPH,,Elektrotepelné prístroje
          227271,Cena bez DPH,,Jednorazový nechemický lekársky spotrebný materiál a hematologický spotrebný materiál
          227272,Cena bez DPH,,Počítačové zariadenia a spotrebný materiál
          227273,Cena bez DPH,,Prenosné počítače
          227274,Cena s DPH,,Nepilotované letecké prostriedky
          227275,Cena bez DPH,,Elektronické zariadenia
          227276,Cena s DPH,,Laboratórne pipety a príslušenstvo
          227277,Cena bez DPH,,Mlieko a smotana
          227278,Cena s DPH,,Laserové tlačiarne
          227279,Cena bez DPH,,Hlboko zmrazené výrobky
          227280,Cena s DPH,,Prenosné počítače
          227281,Cena s DPH,,Toner do laserových tlačiarní/faxových prístrojov
          227282,Cena bez DPH,,Značky a súvisiace prvky
          227283,Cena bez DPH,,Čistiace prostriedky na podlahu
          227284,Cena s DPH,,Časti počítačov
          227285,Cena bez DPH,,Počítačové zariadenia a spotrebný materiál
          227286,Cena bez DPH,,Pokrutiny
          227287,Cena s DPH,,Časti a príslušenstvo počítačov a spotrebný materiál k nim
          227288,Cena bez DPH,,Prenosné počítače
          227289,Cena bez DPH,,Stavebné drevo/rezivo
          227290,Cena bez DPH,,"Regulačné, bezpečnostné alebo signalizačné zariadenia pre cestnú dopravu"
          227291,Cena s DPH,,Časti počítačov
          227292,Cena s DPH,,Motorové vozidlá na špeciálne účely
