contract_id,criterion,description,label
         3256604,Maximálna cena za celodenné tlmočenie (všetky typy tlmočenia) pri tlmočení jedným smerom alebo oboma smermi medzi slovenským jazykom a neeurópskymi jazykmi vyjadrená v EUR bez DPH,"Predmetom zákazky je priebežné odplatné poskytovanie prekladateľských a tlmočníckych služieb, t. j.zabezpečenie reprodukcie písomných a hovorených informácií z východiskového jazyka do cieľového jazyka v písomnej a ústnej fo",Prekladateľské služby
         3256604,Maximálna cena za jednu normostranu prekladu medzi slovenským jazykom a českým jazykom vyjadrená v EUR bez DPH,"Predmetom zákazky je priebežné odplatné poskytovanie prekladateľských a tlmočníckych služieb, t. j.zabezpečenie reprodukcie písomných a hovorených informácií z východiskového jazyka do cieľového jazyka v písomnej a ústnej fo",Prekladateľské služby
         3256604,"Maximálna cena za každú, aj začatú hodinu tlmočenia (všetky typy tlmočenia) pri tlmočení jedným smerom alebo oboma smermi medzi slovenským jazykom a neeurópskymi jazykmi vyjadrená v EUR bez DPH","Predmetom zákazky je priebežné odplatné poskytovanie prekladateľských a tlmočníckych služieb, t. j.zabezpečenie reprodukcie písomných a hovorených informácií z východiskového jazyka do cieľového jazyka v písomnej a ústnej fo",Prekladateľské služby
         3256604,"Maximálna cena za každú, aj začatú hodinu tlmočenia (všetky typy tlmočenia) pri tlmočení jedným smerom alebo oboma smermi medzi dvoma jazykmi, z ktorých ani jeden nie je slovenský jazyk v EUR bez DPH","Predmetom zákazky je priebežné odplatné poskytovanie prekladateľských a tlmočníckych služieb, t. j.zabezpečenie reprodukcie písomných a hovorených informácií z východiskového jazyka do cieľového jazyka v písomnej a ústnej fo",Prekladateľské služby
         3256604,"Maximálna výška príplatku v prípade tlmočenia (všetky typy tlmočenia) v čase medzi 18:00 hod. až 6:00 hod., v sobotu, nedeľu, štátny sviatok a deň pracovného pokoja vyjadrená v %","Predmetom zákazky je priebežné odplatné poskytovanie prekladateľských a tlmočníckych služieb, t. j.zabezpečenie reprodukcie písomných a hovorených informácií z východiskového jazyka do cieľového jazyka v písomnej a ústnej fo",Prekladateľské služby
         3256604,Maximálna cena za celodenné tlmočenie (všetky typy tlmočenia) pri tlmočení jedným smerom alebo oboma smermi medzi slovenským jazykom a inými európskymi jazykmi vyjadrená v EUR bez DPH,"Predmetom zákazky je priebežné odplatné poskytovanie prekladateľských a tlmočníckych služieb, t. j.zabezpečenie reprodukcie písomných a hovorených informácií z východiskového jazyka do cieľového jazyka v písomnej a ústnej fo",Prekladateľské služby
         3256604,Maximálna cena za jednu normostranu prekladu medzi slovenským jazykom a neeurópskymi jazykmi vyjadrená v EUR bez DPH,"Predmetom zákazky je priebežné odplatné poskytovanie prekladateľských a tlmočníckych služieb, t. j.zabezpečenie reprodukcie písomných a hovorených informácií z východiskového jazyka do cieľového jazyka v písomnej a ústnej fo",Prekladateľské služby
         3256604,"Maximálna cena za jednu normostranu prekladu medzi dvoma jazykmi,z ktorých ani jeden nie je slovenský jazyk vyjadrená v EUR bez DPH","Predmetom zákazky je priebežné odplatné poskytovanie prekladateľských a tlmočníckych služieb, t. j.zabezpečenie reprodukcie písomných a hovorených informácií z východiskového jazyka do cieľového jazyka v písomnej a ústnej fo",Prekladateľské služby
         3256604,Maximálna výška príplatku v prípade dodania prekladu do 24 hodín od doručenia požiadavky objednávateľa na vyhotovenie prekladu vyjadrená v %,"Predmetom zákazky je priebežné odplatné poskytovanie prekladateľských a tlmočníckych služieb, t. j.zabezpečenie reprodukcie písomných a hovorených informácií z východiskového jazyka do cieľového jazyka v písomnej a ústnej fo",Prekladateľské služby
         3256604,"Maximálna cena za každú, aj začatú hodinu tlmočenia (všetky typy tlmočenia) pri tlmočení jedným smerom alebo oboma smermi medzi slovenským jazykom a inými európskymi jazykmi vyjadrená v EUR bez DPH","Predmetom zákazky je priebežné odplatné poskytovanie prekladateľských a tlmočníckych služieb, t. j.zabezpečenie reprodukcie písomných a hovorených informácií z východiskového jazyka do cieľového jazyka v písomnej a ústnej fo",Prekladateľské služby
         3256604,Maximálna cena za jednu normostranu prekladu medzi slovenským jazykom a inými európskymi jazykmi vyjadrená v EUR bez DPH,"Predmetom zákazky je priebežné odplatné poskytovanie prekladateľských a tlmočníckych služieb, t. j.zabezpečenie reprodukcie písomných a hovorených informácií z východiskového jazyka do cieľového jazyka v písomnej a ústnej fo",Prekladateľské služby
         3256607,Kritéria nákladov,"Rekonštrukcia objektu ""TELOCVIČŇA"" je navrhnutá za účelom odstránenia porúch a deformácií jednotlivých stavebných konštrukcií a technického vybavenia (havarijný stav drevenej palubovej podlahy veľkej telocvične, netesnosť stre",Stavebné práce na telocvičniach
         3256607,Lehota realizácie,"Rekonštrukcia objektu ""TELOCVIČŇA"" je navrhnutá za účelom odstránenia porúch a deformácií jednotlivých stavebných konštrukcií a technického vybavenia (havarijný stav drevenej palubovej podlahy veľkej telocvične, netesnosť stre",Stavebné práce na telocvičniach
         3256607,Celková cena stavebných prác v EUR s DPH,"Rekonštrukcia objektu ""TELOCVIČŇA"" je navrhnutá za účelom odstránenia porúch a deformácií jednotlivých stavebných konštrukcií a technického vybavenia (havarijný stav drevenej palubovej podlahy veľkej telocvične, netesnosť stre",Stavebné práce na telocvičniach
         3256631,Kritéria nákladov,"Predmetom zákazky je bezhotovostný nákup: 
1. bezolovnatého automobilového benzínu, ktorý musí spĺňať minimálne funkčné, prevádzkové a technické požiadavky a kvalitatívne parametre v zmysle normy STN EN 228 (ďalej len benzí",Ropa a ropné destiláty
         3256631,Výška poskytnutej zľavy z priemernej ceny za 1 liter činidla v EUR bez DPH v sieti čerpacích staníc uchádzača platná ku dňu predkladania ponúk,"Predmetom zákazky je bezhotovostný nákup: 
1. bezolovnatého automobilového benzínu, ktorý musí spĺňať minimálne funkčné, prevádzkové a technické požiadavky a kvalitatívne parametre v zmysle normy STN EN 228 (ďalej len benzí",Ropa a ropné destiláty
         3256631,Výška poskytnutej zľavy z priemernej ceny za 1 liter nafty v EUR bez DPH v sieti čerpacích staníc uchádzača platná ku dňu predkladania ponúk,"Predmetom zákazky je bezhotovostný nákup: 
1. bezolovnatého automobilového benzínu, ktorý musí spĺňať minimálne funkčné, prevádzkové a technické požiadavky a kvalitatívne parametre v zmysle normy STN EN 228 (ďalej len benzí",Ropa a ropné destiláty
         3256631,Výška poskytnutej zľavy z priemernej ceny za 1 liter benzínu v EUR bez DPH v sieti čerpacích staníc uchádzača platná ku dňu predkladania ponúk,"Predmetom zákazky je bezhotovostný nákup: 
1. bezolovnatého automobilového benzínu, ktorý musí spĺňať minimálne funkčné, prevádzkové a technické požiadavky a kvalitatívne parametre v zmysle normy STN EN 228 (ďalej len benzí",Ropa a ropné destiláty
         3256640,Kritéria nákladov,"Predmetom zákazky je realizácia stavebných prác na výstavbe zberného dvora. Zberný dvor je situovaný na parcele č.:
KN C 558, katastrálne územie: Balog nad Ipľom, Obec Balog nad Ipľom, okres: Veľký Krtíš, kraj Banskobystrický.",Stavebné práce
         3256640,Lehota realizácie,"Predmetom zákazky je realizácia stavebných prác na výstavbe zberného dvora. Zberný dvor je situovaný na parcele č.:
KN C 558, katastrálne územie: Balog nad Ipľom, Obec Balog nad Ipľom, okres: Veľký Krtíš, kraj Banskobystrický.",Stavebné práce
         3256640,Celková cena s DPH,"Predmetom zákazky je realizácia stavebných prác na výstavbe zberného dvora. Zberný dvor je situovaný na parcele č.:
KN C 558, katastrálne územie: Balog nad Ipľom, Obec Balog nad Ipľom, okres: Veľký Krtíš, kraj Banskobystrický.",Stavebné práce
         3256655,Zobrazovacie zariadenia,"Platforma na testovanie a vývoj mobilných a IP sietí, platforma na testovanie sieťovej bezpečnosti, platforma pre návrh a prototypovanie obvodov, zobrazovacie zariadenia, rack s príslušenstvom, programové vybavenia, diskové polia, pren",Stroje na spracovanie údajov (hardvér)
         3256655,Rack s príslušenstvom,"Platforma na testovanie a vývoj mobilných a IP sietí, platforma na testovanie sieťovej bezpečnosti, platforma pre návrh a prototypovanie obvodov, zobrazovacie zariadenia, rack s príslušenstvom, programové vybavenia, diskové polia, pren",Stroje na spracovanie údajov (hardvér)
         3256655,Programové vybavenie,"Platforma na testovanie a vývoj mobilných a IP sietí, platforma na testovanie sieťovej bezpečnosti, platforma pre návrh a prototypovanie obvodov, zobrazovacie zariadenia, rack s príslušenstvom, programové vybavenia, diskové polia, pren",Stroje na spracovanie údajov (hardvér)
         3256655,Prenosný počítač typ 1,"Platforma na testovanie a vývoj mobilných a IP sietí, platforma na testovanie sieťovej bezpečnosti, platforma pre návrh a prototypovanie obvodov, zobrazovacie zariadenia, rack s príslušenstvom, programové vybavenia, diskové polia, pren",Stroje na spracovanie údajov (hardvér)
         3256655,Stolový počítač typ 1,"Platforma na testovanie a vývoj mobilných a IP sietí, platforma na testovanie sieťovej bezpečnosti, platforma pre návrh a prototypovanie obvodov, zobrazovacie zariadenia, rack s príslušenstvom, programové vybavenia, diskové polia, pren",Stroje na spracovanie údajov (hardvér)
         3256655,rack server typ 1,"Platforma na testovanie a vývoj mobilných a IP sietí, platforma na testovanie sieťovej bezpečnosti, platforma pre návrh a prototypovanie obvodov, zobrazovacie zariadenia, rack s príslušenstvom, programové vybavenia, diskové polia, pren",Stroje na spracovanie údajov (hardvér)
         3256655,Sieťový prepínač typ 1,"Platforma na testovanie a vývoj mobilných a IP sietí, platforma na testovanie sieťovej bezpečnosti, platforma pre návrh a prototypovanie obvodov, zobrazovacie zariadenia, rack s príslušenstvom, programové vybavenia, diskové polia, pren",Stroje na spracovanie údajov (hardvér)
         3256655,Programové vybavenie typ 2,"Platforma na testovanie a vývoj mobilných a IP sietí, platforma na testovanie sieťovej bezpečnosti, platforma pre návrh a prototypovanie obvodov, zobrazovacie zariadenia, rack s príslušenstvom, programové vybavenia, diskové polia, pren",Stroje na spracovanie údajov (hardvér)
         3256655,Programové vybavenie typ 4,"Platforma na testovanie a vývoj mobilných a IP sietí, platforma na testovanie sieťovej bezpečnosti, platforma pre návrh a prototypovanie obvodov, zobrazovacie zariadenia, rack s príslušenstvom, programové vybavenia, diskové polia, pren",Stroje na spracovanie údajov (hardvér)
         3256655,Programové vybavenie typ 6,"Platforma na testovanie a vývoj mobilných a IP sietí, platforma na testovanie sieťovej bezpečnosti, platforma pre návrh a prototypovanie obvodov, zobrazovacie zariadenia, rack s príslušenstvom, programové vybavenia, diskové polia, pren",Stroje na spracovanie údajov (hardvér)
         3256655,Programové vybavenie typ 8,"Platforma na testovanie a vývoj mobilných a IP sietí, platforma na testovanie sieťovej bezpečnosti, platforma pre návrh a prototypovanie obvodov, zobrazovacie zariadenia, rack s príslušenstvom, programové vybavenia, diskové polia, pren",Stroje na spracovanie údajov (hardvér)
         3256655,Programové vybavenie typ 10,"Platforma na testovanie a vývoj mobilných a IP sietí, platforma na testovanie sieťovej bezpečnosti, platforma pre návrh a prototypovanie obvodov, zobrazovacie zariadenia, rack s príslušenstvom, programové vybavenia, diskové polia, pren",Stroje na spracovanie údajov (hardvér)
         3256655,Programové vybavenie typ 11,"Platforma na testovanie a vývoj mobilných a IP sietí, platforma na testovanie sieťovej bezpečnosti, platforma pre návrh a prototypovanie obvodov, zobrazovacie zariadenia, rack s príslušenstvom, programové vybavenia, diskové polia, pren",Stroje na spracovanie údajov (hardvér)
         3256655,Programové vybavenie typ 12,"Platforma na testovanie a vývoj mobilných a IP sietí, platforma na testovanie sieťovej bezpečnosti, platforma pre návrh a prototypovanie obvodov, zobrazovacie zariadenia, rack s príslušenstvom, programové vybavenia, diskové polia, pren",Stroje na spracovanie údajov (hardvér)
         3256655,Programové vybavenie typ 13,"Platforma na testovanie a vývoj mobilných a IP sietí, platforma na testovanie sieťovej bezpečnosti, platforma pre návrh a prototypovanie obvodov, zobrazovacie zariadenia, rack s príslušenstvom, programové vybavenia, diskové polia, pren",Stroje na spracovanie údajov (hardvér)
         3256655,Programové vybavenie typ 14,"Platforma na testovanie a vývoj mobilných a IP sietí, platforma na testovanie sieťovej bezpečnosti, platforma pre návrh a prototypovanie obvodov, zobrazovacie zariadenia, rack s príslušenstvom, programové vybavenia, diskové polia, pren",Stroje na spracovanie údajov (hardvér)
